Year,Month,Category,Sub-Category,Region,Sales
2016,2,Office Supplies,Paper,Central,9.54
2016,2,Office Supplies,Paper,East,58.6
2016,2,Office Supplies,Paper,South,42.86
2016,2,Office Supplies,Paper,West,118.76
2016,2,Office Supplies,Storage,Central,670.752
2016,2,Office Supplies,Storage,East,77.24
2016,2,Office Supplies,Storage,South,146.73
2016,2,Technology,Accessories,Central,809.2
2016,2,Technology,Accessories,East,71.976
2016,2,Technology,Accessories,South,29.99
2016,2,Technology,Accessories,West,538.92
2016,2,Technology,Phones,Central,834.95
2016,2,Technology,Phones,East,1163.934
2016,3,Furniture,Bookcases,Central,2099.9964
2016,3,Furniture,Bookcases,West,141.96
2016,3,Furniture,Chairs,Central,1335.446
2016,3,Furniture,Chairs,East,482.979
2016,3,Furniture,Chairs,South,1166.92
2016,3,Furniture,Chairs,West,1099.888
2016,3,Furniture,Furnishings,Central,400.172
2016,3,Furniture,Furnishings,East,33.568
2016,3,Furniture,Furnishings,South,37.288
2016,3,Furniture,Furnishings,West,964.93
2016,3,Furniture,Tables,West,959.49
2016,3,Office Supplies,Appliances,Central,241.67
2016,3,Office Supplies,Appliances,East,3.552
2016,3,Office Supplies,Appliances,South,969.072
2016,3,Office Supplies,Appliances,West,73.28
2016,3,Office Supplies,Art,Central,80.468
2016,3,Office Supplies,Art,East,17.52
2016,3,Office Supplies,Art,South,36.2
2016,3,Office Supplies,Art,West,3.408
2016,3,Office Supplies,Binders,Central,37.516
2016,3,Office Supplies,Binders,East,774.216
2016,3,Office Supplies,Binders,South,6426.513
2016,3,Office Supplies,Binders,West,17.568
2016,3,Office Supplies,Envelopes,Central,101.88
2016,3,Office Supplies,Envelopes,East,52.26
2016,3,Office Supplies,Envelopes,South,16.068
2016,3,Office Supplies,Fasteners,Central,25.968
2016,3,Office Supplies,Fasteners,South,31.56
2016,3,Office Supplies,Fasteners,West,10.9
2016,3,Office Supplies,Labels,East,16.52
2016,3,Office Supplies,Labels,South,501.198
2016,3,Office Supplies,Labels,West,14.62
2016,3,Office Supplies,Paper,Central,173.736
2016,3,Office Supplies,Paper,East,97.896
2016,3,Office Supplies,Paper,South,384.304
2016,3,Office Supplies,Paper,West,868.75
2016,3,Office Supplies,Storage,Central,189.984
2016,3,Office Supplies,Storage,East,687.04
2016,3,Office Supplies,Storage,South,225.068
2016,3,Office Supplies,Storage,West,1360.644
2016,3,Office Supplies,Supplies,West,33.36
2016,3,Technology,Accessories,Central,131.912
2016,3,Technology,Accessories,East,161.958
2016,3,Technology,Accessories,South,447.944
2016,3,Technology,Accessories,West,459.46
2016,3,Technology,Copiers,West,4269.914
2016,3,Technology,Phones,Central,1462.47
2016,3,Technology,Phones,East,1140.028
2016,3,Technology,Phones,South,79.96
2016,3,Technology,Phones,West,1990.296
2016,4,Furniture,Bookcases,East,352.45
2016,4,Furniture,Bookcases,South,523.26
2016,4,Furniture,Chairs,Central,896.271
2016,4,Furniture,Chairs,East,1395.294
2016,4,Furniture,Chairs,South,1023.896
2016,4,Furniture,Chairs,West,956.16
2016,4,Furniture,Furnishings,Central,6.16
2016,4,Furniture,Furnishings,East,728.3
2016,4,Furniture,Furnishings,South,2221.048
2016,4,Furniture,Furnishings,West,37.68
2016,4,Furniture,Tables,Central,821.352
2016,4,Furniture,Tables,South,191.5155
2016,4,Furniture,Tables,West,1322.312
2016,4,Office Supplies,Appliances,Central,1626.868
2016,4,Office Supplies,Appliances,East,1126.498
2016,4,Office Supplies,Appliances,West,1602.258
2016,4,Office Supplies,Art,Central,182.022
2016,4,Office Supplies,Art,East,104.878
2016,4,Office Supplies,Art,South,2.624
2016,4,Office Supplies,Art,West,187.71
2016,4,Office Supplies,Binders,Central,4235.44
2016,4,Office Supplies,Binders,East,219.626
2016,4,Office Supplies,Binders,South,188.234
2016,4,Office Supplies,Binders,West,77.128
2016,4,Office Supplies,Envelopes,Central,180.96
2016,4,Office Supplies,Envelopes,West,21.34
2016,4,Office Supplies,Fasteners,Central,5.84
2016,4,Office Supplies,Fasteners,East,24.44
2016,4,Office Supplies,Labels,Central,75.18
2016,4,Office Supplies,Labels,East,45.834
2016,4,Office Supplies,Paper,Central,140.976
2016,4,Office Supplies,Paper,East,40.368
2016,4,Office Supplies,Paper,South,60.912
2016,4,Office Supplies,Paper,West,212.6
2016,4,Office Supplies,Storage,Central,244.856
2016,4,Office Supplies,Storage,East,746.368
2016,4,Office Supplies,Storage,South,72.784
2016,4,Office Supplies,Storage,West,1073.354
2016,4,Office Supplies,Supplies,West,18.72
2016,4,Technology,Accessories,Central,592.52
2016,4,Technology,Accessories,East,184.74
2016,4,Technology,Accessories,South,106.5
2016,4,Technology,Accessories,West,763.27
2016,4,Technology,Copiers,Central,2039.948
2016,4,Technology,Copiers,West,639.968
2016,4,Technology,Machines,East,1379.92
2016,4,Technology,Machines,West,71.976
2016,4,Technology,Phones,Central,593.662
2016,4,Technology,Phones,East,1430.08
2016,4,Technology,Phones,South,1327.56
2016,4,Technology,Phones,West,2030.808
2016,5,Furniture,Bookcases,West,1916.8175
2016,5,Furniture,Chairs,Central,3381.107
2016,5,Furniture,Chairs,East,1288.938
2016,5,Furniture,Chairs,West,1011.888
2016,5,Furniture,Furnishings,Central,295.106
2016,5,Furniture,Furnishings,East,186.64
2016,5,Furniture,Furnishings,South,226.688
2016,5,Furniture,Furnishings,West,823.76
2016,5,Furniture,Tables,Central,244.006
2016,5,Office Supplies,Appliances,Central,942.238
2016,5,Office Supplies,Appliances,East,202.216
2016,5,Office Supplies,Appliances,West,967.52
2016,5,Office Supplies,Art,Central,183.954
2016,5,Office Supplies,Art,East,308.692
2016,5,Office Supplies,Art,South,182.976
2016,5,Office Supplies,Art,West,20.698
2016,5,Office Supplies,Binders,Central,216.44
2016,5,Office Supplies,Binders,East,54.168
2016,5,Office Supplies,Binders,South,55.218
2016,5,Office Supplies,Binders,West,366.61
2016,5,Office Supplies,Envelopes,East,200.984
2016,5,Office Supplies,Envelopes,South,216.854
2016,5,Office Supplies,Fasteners,Central,16
2016,5,Office Supplies,Fasteners,East,15.6
2016,5,Office Supplies,Labels,Central,27.15
2016,5,Office Supplies,Labels,East,158.106
2016,5,Office Supplies,Labels,West,24.01
2016,5,Office Supplies,Paper,Central,363.784
2016,5,Office Supplies,Paper,East,385.508
2016,5,Office Supplies,Paper,South,217.68
2016,5,Office Supplies,Paper,West,245.68
2016,5,Office Supplies,Storage,East,908.18
2016,5,Office Supplies,Storage,West,2204.58
2016,5,Office Supplies,Supplies,Central,22.368
2016,5,Office Supplies,Supplies,East,357.93
2016,5,Office Supplies,Supplies,South,41.376
2016,5,Office Supplies,Supplies,West,35.06
2016,5,Technology,Accessories,Central,207.984
2016,5,Technology,Accessories,East,27.552
2016,5,Technology,Accessories,South,575.872
2016,5,Technology,Accessories,West,386.648
2016,5,Technology,Copiers,East,2799.944
2016,5,Technology,Machines,Central,399.54
2016,5,Technology,Machines,West,2973.32
2016,5,Technology,Phones,Central,2324.226
2016,5,Technology,Phones,East,414.81
2016,5,Technology,Phones,South,467.04
2016,5,Technology,Phones,West,1066.064
2016,6,Furniture,Bookcases,East,482.94
2016,6,Furniture,Chairs,Central,197.372
2016,6,Furniture,Chairs,East,1640.52
2016,6,Furniture,Chairs,South,2099.996
2016,6,Furniture,Furnishings,Central,75.384
2016,6,Furniture,Furnishings,East,149.752
2016,6,Furniture,Furnishings,South,166.092
2016,6,Furniture,Furnishings,West,1932.49
2016,6,Furniture,Tables,Central,796.425
2016,6,Office Supplies,Appliances,Central,143.128
2016,6,Office Supplies,Art,East,11.44
2016,6,Office Supplies,Art,South,155.48
2016,6,Office Supplies,Art,West,82.2
2016,6,Office Supplies,Binders,Central,416.184
2016,6,Office Supplies,Binders,East,4324.356
2016,6,Office Supplies,Binders,South,780.317
2016,6,Office Supplies,Binders,West,146.588
2016,6,Office Supplies,Envelopes,Central,28.752
2016,6,Office Supplies,Envelopes,East,6.208
2016,6,Office Supplies,Envelopes,West,186.69
2016,6,Office Supplies,Fasteners,West,10.39
2016,6,Office Supplies,Labels,Central,33.518
2016,6,Office Supplies,Labels,East,5.904
2016,6,Office Supplies,Labels,West,13.284
2016,6,Office Supplies,Paper,Central,140.928
2016,6,Office Supplies,Paper,East,191.768
2016,6,Office Supplies,Paper,South,92.016
2016,6,Office Supplies,Paper,West,39.76
2016,6,Office Supplies,Storage,Central,253.48
2016,6,Office Supplies,Storage,East,108.156
2016,6,Office Supplies,Storage,South,2065.892
2016,6,Office Supplies,Storage,West,386.598
2016,6,Technology,Accessories,Central,44.276
2016,6,Technology,Accessories,East,387.964
2016,6,Technology,Accessories,South,212.972
2016,6,Technology,Accessories,West,1109.95
2016,6,Technology,Copiers,South,899.97
2016,6,Technology,Phones,Central,1583.74
2016,6,Technology,Phones,East,133.98
2016,6,Technology,Phones,South,881.514
2016,6,Technology,Phones,West,1181
2016,7,Furniture,Bookcases,Central,1298.374
2016,7,Furniture,Bookcases,East,301.96
2016,7,Furniture,Bookcases,South,231.92
2016,7,Furniture,Bookcases,West,1028.13
2016,7,Furniture,Chairs,Central,1330.025
2016,7,Furniture,Chairs,East,2423.508
2016,7,Furniture,Chairs,South,70.98
2016,7,Furniture,Chairs,West,3489.048
2016,7,Furniture,Furnishings,Central,7.76
2016,7,Furniture,Furnishings,East,1247.056
2016,7,Furniture,Furnishings,South,190.636
2016,7,Furniture,Furnishings,West,5.28
2016,7,Furniture,Tables,East,1290.618
2016,7,Furniture,Tables,South,358.58
2016,7,Furniture,Tables,West,393.165
2016,7,Office Supplies,Appliances,Central,81.416
2016,7,Office Supplies,Appliances,East,68.94
2016,7,Office Supplies,Art,Central,6.912
2016,7,Office Supplies,Art,East,122.84
2016,7,Office Supplies,Art,South,5.16
2016,7,Office Supplies,Art,West,99.2
2016,7,Office Supplies,Binders,Central,65.376
2016,7,Office Supplies,Binders,East,681.608
2016,7,Office Supplies,Binders,South,235.272
2016,7,Office Supplies,Binders,West,209.711
2016,7,Office Supplies,Envelopes,Central,106.75
2016,7,Office Supplies,Envelopes,East,137.25
2016,7,Office Supplies,Envelopes,South,98.46
2016,7,Office Supplies,Envelopes,West,167.86
2016,7,Office Supplies,Fasteners,Central,14.432
2016,7,Office Supplies,Fasteners,East,27.32
2016,7,Office Supplies,Fasteners,West,9.42
2016,7,Office Supplies,Labels,Central,6.264
2016,7,Office Supplies,Labels,East,12.39
2016,7,Office Supplies,Labels,South,306.714
2016,7,Office Supplies,Paper,Central,156.508
2016,7,Office Supplies,Paper,East,143.02
2016,7,Office Supplies,Paper,South,75.776
2016,7,Office Supplies,Paper,West,61.426
2016,7,Office Supplies,Storage,Central,742.056
2016,7,Office Supplies,Storage,East,738.836
2016,7,Office Supplies,Storage,West,272.736
2016,7,Office Supplies,Supplies,Central,52.59
2016,7,Technology,Accessories,Central,831.2
2016,7,Technology,Accessories,East,2944.35
2016,7,Technology,Accessories,South,519.56
2016,7,Technology,Accessories,West,729.89
2016,7,Technology,Machines,East,464.97
2016,7,Technology,Phones,Central,2905.904
2016,7,Technology,Phones,East,1110.932
2016,7,Technology,Phones,South,104.21
2016,7,Technology,Phones,West,623.96
2016,8,Furniture,Bookcases,Central,1056.5992
2016,8,Furniture,Bookcases,East,301.47
2016,8,Furniture,Bookcases,West,2446.895
2016,8,Furniture,Chairs,East,709.438
2016,8,Furniture,Chairs,West,729.576
2016,8,Furniture,Furnishings,Central,255.684
2016,8,Furniture,Furnishings,East,358.466
2016,8,Furniture,Furnishings,South,46.152
2016,8,Furniture,Furnishings,West,139.95
2016,8,Furniture,Tables,Central,1644.716
2016,8,Furniture,Tables,East,667.17
2016,8,Furniture,Tables,West,1282.476
2016,8,Office Supplies,Appliances,Central,5.768
2016,8,Office Supplies,Appliances,East,191.5
2016,8,Office Supplies,Appliances,South,568.8
2016,8,Office Supplies,Appliances,West,239.432
2016,8,Office Supplies,Art,Central,31.99
2016,8,Office Supplies,Art,East,174.94
2016,8,Office Supplies,Art,South,117.96
2016,8,Office Supplies,Art,West,77.248
2016,8,Office Supplies,Binders,Central,118.624
2016,8,Office Supplies,Binders,East,1886.642
2016,8,Office Supplies,Binders,South,5.64
2016,8,Office Supplies,Binders,West,226.416
2016,8,Office Supplies,Fasteners,Central,12.032
2016,8,Office Supplies,Fasteners,East,10.65
2016,8,Office Supplies,Labels,Central,80.67
2016,8,Office Supplies,Labels,East,6.912
2016,8,Office Supplies,Labels,South,38.308
2016,8,Office Supplies,Labels,West,8.12
2016,8,Office Supplies,Paper,Central,115.248
2016,8,Office Supplies,Paper,East,366.428
2016,8,Office Supplies,Paper,South,313.08
2016,8,Office Supplies,Paper,West,609.972
2016,8,Office Supplies,Storage,Central,1778.98
2016,8,Office Supplies,Storage,East,2078.44
2016,8,Office Supplies,Storage,West,2580.16
2016,8,Office Supplies,Supplies,Central,54.72
2016,8,Office Supplies,Supplies,East,3.488
2016,8,Office Supplies,Supplies,West,32.94
2016,8,Technology,Accessories,Central,114.52
2016,8,Technology,Accessories,East,526.684
2016,8,Technology,Accessories,South,331.87
2016,8,Technology,Accessories,West,319.39
2016,8,Technology,Copiers,Central,2799.96
2016,8,Technology,Machines,South,3080
2016,8,Technology,Machines,West,798.376
2016,8,Technology,Phones,Central,1231.94
2016,8,Technology,Phones,East,2101.554
2016,8,Technology,Phones,South,1082.94
2016,8,Technology,Phones,West,3057.408
2016,9,Furniture,Bookcases,Central,194.32
2016,9,Furniture,Bookcases,East,9724.398
2016,9,Furniture,Bookcases,South,61.96
2016,9,Furniture,Bookcases,West,704.531
2016,9,Furniture,Chairs,Central,3321.774
2016,9,Furniture,Chairs,East,1177.79
2016,9,Furniture,Chairs,South,3264.4
2016,9,Furniture,Chairs,West,1038.24
2016,9,Furniture,Furnishings,Central,57.312
2016,9,Furniture,Furnishings,East,553.46
2016,9,Furniture,Furnishings,South,338.91
2016,9,Furniture,Furnishings,West,866.042
2016,9,Furniture,Tables,East,852.81
2016,9,Furniture,Tables,South,801.96
2016,9,Furniture,Tables,West,2127.516
2016,9,Office Supplies,Appliances,East,612.53
2016,9,Office Supplies,Appliances,West,1553.202
2016,9,Office Supplies,Art,Central,195.454
2016,9,Office Supplies,Art,East,148.072
2016,9,Office Supplies,Art,South,143.552
2016,9,Office Supplies,Art,West,633.49
2016,9,Office Supplies,Binders,Central,88.436
2016,9,Office Supplies,Binders,East,898.579
2016,9,Office Supplies,Binders,South,1462.793
2016,9,Office Supplies,Binders,West,388.157
2016,9,Office Supplies,Envelopes,Central,7.824
2016,9,Office Supplies,Envelopes,East,98.796
2016,9,Office Supplies,Envelopes,South,369.344
2016,9,Office Supplies,Envelopes,West,154.476
2016,9,Office Supplies,Fasteners,East,42.92
2016,9,Office Supplies,Fasteners,South,7.24
2016,9,Office Supplies,Fasteners,West,12.412
2016,9,Office Supplies,Labels,Central,7.5
2016,9,Office Supplies,Labels,East,176.484
2016,9,Office Supplies,Labels,South,12
2016,9,Office Supplies,Labels,West,21.24
2016,9,Office Supplies,Paper,Central,77.7
2016,9,Office Supplies,Paper,East,597.64
2016,9,Office Supplies,Paper,South,591.442
2016,9,Office Supplies,Paper,West,699.856
2016,9,Office Supplies,Storage,Central,190.86
2016,9,Office Supplies,Storage,East,4247.378
2016,9,Office Supplies,Storage,South,2371.778
2016,9,Office Supplies,Storage,West,2306.022
2016,9,Office Supplies,Supplies,Central,69.12
2016,9,Office Supplies,Supplies,East,721.848
2016,9,Office Supplies,Supplies,West,122.91
2016,9,Technology,Accessories,Central,485.536
2016,9,Technology,Accessories,East,2961.666
2016,9,Technology,Accessories,South,1490.598
2016,9,Technology,Accessories,West,638.63
2016,9,Technology,Copiers,East,1359.968
2016,9,Technology,Copiers,West,959.984
2016,9,Technology,Machines,East,629.93
2016,9,Technology,Phones,Central,2882.684
2016,9,Technology,Phones,East,4596.738
2016,9,Technology,Phones,South,2675.53
2016,9,Technology,Phones,West,335.864
2016,10,Furniture,Bookcases,East,1560.978
2016,10,Furniture,Bookcases,West,612.793
2016,10,Furniture,Chairs,Central,2843.4
2016,10,Furniture,Chairs,East,291.1
2016,10,Furniture,Chairs,South,680.88
2016,10,Furniture,Chairs,West,2926.016
2016,10,Furniture,Furnishings,Central,221.296
2016,10,Furniture,Furnishings,East,64.944
2016,10,Furniture,Furnishings,South,57.21
2016,10,Furniture,Furnishings,West,273.31
2016,10,Furniture,Tables,Central,347.361
2016,10,Furniture,Tables,East,209.67
2016,10,Furniture,Tables,South,957.5775
2016,10,Furniture,Tables,West,617.952
2016,10,Office Supplies,Appliances,Central,372.477
2016,10,Office Supplies,Appliances,South,211.75
2016,10,Office Supplies,Appliances,West,1844.58
2016,10,Office Supplies,Art,Central,11.456
2016,10,Office Supplies,Art,East,22.68
2016,10,Office Supplies,Art,South,94.264
2016,10,Office Supplies,Art,West,144.85
2016,10,Office Supplies,Binders,Central,74.36
2016,10,Office Supplies,Binders,East,88.8
2016,10,Office Supplies,Binders,South,20.466
2016,10,Office Supplies,Binders,West,578.653
2016,10,Office Supplies,Envelopes,Central,62.424
2016,10,Office Supplies,Envelopes,East,131.08
2016,10,Office Supplies,Envelopes,South,10.67
2016,10,Office Supplies,Envelopes,West,251.67
2016,10,Office Supplies,Fasteners,West,17.45
2016,10,Office Supplies,Labels,West,579.724
2016,10,Office Supplies,Paper,Central,128.288
2016,10,Office Supplies,Paper,East,269.786
2016,10,Office Supplies,Paper,West,260.144
2016,10,Office Supplies,Storage,East,92.558
2016,10,Office Supplies,Storage,South,1901.422
2016,10,Office Supplies,Storage,West,1362.044
2016,10,Office Supplies,Supplies,Central,70.12
2016,10,Office Supplies,Supplies,West,40.644
2016,10,Technology,Accessories,Central,1360.254
2016,10,Technology,Accessories,East,534.974
2016,10,Technology,Accessories,West,729.23
2016,10,Technology,Copiers,Central,479.976
2016,10,Technology,Copiers,West,439.992
2016,10,Technology,Machines,East,1035.8
2016,10,Technology,Machines,West,59.994
2016,10,Technology,Phones,Central,1029.074
2016,10,Technology,Phones,East,1999.66
2016,10,Technology,Phones,South,151.488
2016,10,Technology,Phones,West,2884.448
2016,11,Furniture,Bookcases,Central,860.132
2016,11,Furniture,Bookcases,East,5743.306
2016,11,Furniture,Bookcases,South,290.352
2016,11,Furniture,Bookcases,West,800.223
2016,11,Furniture,Chairs,Central,2732.77
2016,11,Furniture,Chairs,East,6746.772
2016,11,Furniture,Chairs,South,877.056
2016,11,Furniture,Chairs,West,2386.56
2016,11,Furniture,Furnishings,Central,495.852
2016,11,Furniture,Furnishings,East,912.324
2016,11,Furniture,Furnishings,South,1294.692
2016,11,Furniture,Furnishings,West,847.01
2016,11,Furniture,Tables,Central,2099.002
2016,11,Furniture,Tables,East,1698.772
2016,11,Furniture,Tables,South,677.4175
2016,11,Furniture,Tables,West,1735.26
2016,11,Office Supplies,Appliances,Central,1507.856
2016,11,Office Supplies,Appliances,East,3148.37
2016,11,Office Supplies,Appliances,South,1553.748
2016,11,Office Supplies,Appliances,West,401.992
2016,11,Office Supplies,Art,Central,201.724
2016,11,Office Supplies,Art,East,280.63
2016,11,Office Supplies,Art,South,318.64
2016,11,Office Supplies,Art,West,225.66
2016,11,Office Supplies,Binders,Central,234.79
2016,11,Office Supplies,Binders,East,553.013
2016,11,Office Supplies,Binders,South,1617.858
2016,11,Office Supplies,Binders,West,679.887
2016,11,Office Supplies,Envelopes,Central,256.716
2016,11,Office Supplies,Envelopes,East,131
2016,11,Office Supplies,Envelopes,South,123.32
2016,11,Office Supplies,Envelopes,West,7.08
2016,11,Office Supplies,Fasteners,East,42.94
2016,11,Office Supplies,Fasteners,South,86.608
2016,11,Office Supplies,Fasteners,West,21.24
2016,11,Office Supplies,Labels,Central,31.52
2016,11,Office Supplies,Labels,South,5.04
2016,11,Office Supplies,Labels,West,85.54
2016,11,Office Supplies,Paper,Central,1246.482
2016,11,Office Supplies,Paper,East,596.432
2016,11,Office Supplies,Paper,South,115.296
2016,11,Office Supplies,Paper,West,896.6
2016,11,Office Supplies,Storage,Central,3755.17
2016,11,Office Supplies,Storage,East,1224.626
2016,11,Office Supplies,Storage,South,102.4
2016,11,Office Supplies,Storage,West,1633.4
2016,11,Office Supplies,Supplies,Central,49.64
2016,11,Office Supplies,Supplies,East,43.08
2016,11,Technology,Accessories,Central,1442.148
2016,11,Technology,Accessories,East,2859.654
2016,11,Technology,Accessories,South,195.936
2016,11,Technology,Accessories,West,1758.984
2016,11,Technology,Copiers,Central,1589.972
2016,11,Technology,Machines,Central,851.798
2016,11,Technology,Machines,East,6965.7
2016,11,Technology,Machines,South,32.985
2016,11,Technology,Phones,Central,1547.514
2016,11,Technology,Phones,East,3778.142
2016,11,Technology,Phones,South,504.472
2016,11,Technology,Phones,West,2346.296
2016,12,Furniture,Bookcases,Central,1052.4372
2016,12,Furniture,Bookcases,East,449.568
2016,12,Furniture,Bookcases,South,131.104
2016,12,Furniture,Bookcases,West,1019.133
2016,12,Furniture,Chairs,Central,1671.036
2016,12,Furniture,Chairs,East,2311.245
2016,12,Furniture,Chairs,South,381.344
2016,12,Furniture,Chairs,West,5913.36
2016,12,Furniture,Furnishings,Central,336.566
2016,12,Furniture,Furnishings,East,1028.024
2016,12,Furniture,Furnishings,South,433.664
2016,12,Furniture,Furnishings,West,732.348
2016,12,Furniture,Tables,Central,801.96
2016,12,Furniture,Tables,East,2653.742
2016,12,Furniture,Tables,West,3896.72
2016,12,Office Supplies,Appliances,Central,53.088
2016,12,Office Supplies,Appliances,East,1297.656
2016,12,Office Supplies,Appliances,South,383.53
2016,12,Office Supplies,Appliances,West,414.124
2016,12,Office Supplies,Art,Central,146.004
2016,12,Office Supplies,Art,East,106.412
2016,12,Office Supplies,Art,South,104.384
2016,12,Office Supplies,Art,West,555.246
2016,12,Office Supplies,Binders,Central,335.188
2016,12,Office Supplies,Binders,East,970.436
2016,12,Office Supplies,Binders,South,2537.182
2016,12,Office Supplies,Binders,West,879.888
2016,12,Office Supplies,Envelopes,Central,125.552
2016,12,Office Supplies,Envelopes,East,37.812
2016,12,Office Supplies,Envelopes,South,188.668
2016,12,Office Supplies,Envelopes,West,566.32
2016,12,Office Supplies,Fasteners,Central,8.528
2016,12,Office Supplies,Fasteners,East,27.784
2016,12,Office Supplies,Fasteners,West,57.74
2016,12,Office Supplies,Labels,Central,2.61
2016,12,Office Supplies,Labels,East,35.782
2016,12,Office Supplies,Labels,South,235.964
2016,12,Office Supplies,Labels,West,67.43
2016,12,Office Supplies,Paper,Central,847.932
2016,12,Office Supplies,Paper,East,1104.768
2016,12,Office Supplies,Paper,South,36.288
2016,12,Office Supplies,Paper,West,971.422
2016,12,Office Supplies,Storage,Central,505.336
2016,12,Office Supplies,Storage,East,680.344
2016,12,Office Supplies,Storage,South,84.192
2016,12,Office Supplies,Storage,West,2700.064
2016,12,Office Supplies,Supplies,Central,5.888
2016,12,Office Supplies,Supplies,West,25.76
2016,12,Technology,Accessories,Central,1377.278
2016,12,Technology,Accessories,East,7069.96
2016,12,Technology,Accessories,South,230.292
2016,12,Technology,Accessories,West,3241.39
2016,12,Technology,Copiers,Central,5899.91
2016,12,Technology,Copiers,East,799.984
2016,12,Technology,Copiers,West,1199.96
2016,12,Technology,Machines,Central,600.53
2016,12,Technology,Machines,East,2762.322
2016,12,Technology,Machines,West,2548.56
2016,12,Technology,Phones,Central,2967.758
2016,12,Technology,Phones,East,3336.568
2016,12,Technology,Phones,South,573.668
2016,12,Technology,Phones,West,3023.848
2017,1,Furniture,Bookcases,Central,1565.88
2017,1,Furniture,Bookcases,East,173.94
2017,1,Furniture,Bookcases,South,451.136
2017,1,Furniture,Bookcases,West,48.58
2017,1,Furniture,Chairs,West,1602.224
2017,1,Furniture,Furnishings,Central,23.076
2017,1,Furniture,Furnishings,East,438.73
2017,1,Furniture,Furnishings,South,330.048
2017,1,Furniture,Furnishings,West,274.66
2017,1,Furniture,Tables,Central,2218.95
2017,1,Furniture,Tables,East,495.519
2017,1,Office Supplies,Appliances,South,64.864
2017,1,Office Supplies,Art,East,26.582
2017,1,Office Supplies,Art,South,52.864
2017,1,Office Supplies,Art,West,74.26
2017,1,Office Supplies,Binders,Central,119.658
2017,1,Office Supplies,Binders,East,223.572
2017,1,Office Supplies,Binders,South,1333.178
2017,1,Office Supplies,Binders,West,79.888
2017,1,Office Supplies,Envelopes,East,92.22
2017,1,Office Supplies,Envelopes,South,125.36
2017,1,Office Supplies,Fasteners,East,7.56
2017,1,Office Supplies,Labels,West,91.06
2017,1,Office Supplies,Paper,Central,197.984
2017,1,Office Supplies,Paper,East,238.964
2017,1,Office Supplies,Paper,South,89.568
2017,1,Office Supplies,Paper,West,69.66
2017,1,Office Supplies,Storage,East,1992.97
2017,1,Office Supplies,Storage,West,419.47
2017,1,Technology,Accessories,Central,195.68
2017,1,Technology,Accessories,East,812.086
2017,1,Technology,Accessories,South,507.472
2017,1,Technology,Accessories,West,510.5
2017,1,Technology,Copiers,South,959.968
2017,1,Technology,Phones,Central,1620.928
2017,1,Technology,Phones,East,357.944
2017,1,Technology,Phones,South,167.968
2017,1,Technology,Phones,West,487.52
2017,2,Furniture,Bookcases,South,239.98
2017,2,Furniture,Chairs,Central,304.458
2017,2,Furniture,Chairs,East,554.606
2017,2,Furniture,Chairs,South,866.4
2017,2,Furniture,Furnishings,Central,89.976
2017,2,Furniture,Furnishings,East,259.77
2017,2,Furniture,Furnishings,South,487.834
2017,2,Furniture,Furnishings,West,14.368
2017,2,Furniture,Tables,East,550.431
2017,2,Furniture,Tables,West,557.728
2017,2,Office Supplies,Appliances,Central,582.384
2017,2,Office Supplies,Appliances,East,170.88
2017,2,Office Supplies,Art,East,119.084
2017,2,Office Supplies,Art,South,264.18
2017,2,Office Supplies,Binders,Central,56.82
2017,2,Office Supplies,Binders,East,398.352
2017,2,Office Supplies,Binders,South,96.742
2017,2,Office Supplies,Binders,West,49.808
2017,2,Office Supplies,Envelopes,East,104.296
2017,2,Office Supplies,Envelopes,South,167.96
2017,2,Office Supplies,Fasteners,Central,6.976
2017,2,Office Supplies,Fasteners,East,45.2
2017,2,Office Supplies,Fasteners,South,9.45
2017,2,Office Supplies,Fasteners,West,10.65
2017,2,Office Supplies,Labels,East,8.67
2017,2,Office Supplies,Labels,South,7.83
2017,2,Office Supplies,Labels,West,14.73
2017,2,Office Supplies,Paper,Central,5.184
2017,2,Office Supplies,Paper,East,35.122
2017,2,Office Supplies,Paper,South,830.676
2017,2,Office Supplies,Paper,West,323.22
2017,2,Office Supplies,Storage,East,657.27
2017,2,Office Supplies,Storage,South,2074.446
2017,2,Office Supplies,Storage,West,728.71
2017,2,Office Supplies,Supplies,East,25.71
2017,2,Technology,Accessories,East,89.97
2017,2,Technology,Accessories,South,100
2017,2,Technology,Accessories,West,171.06
2017,2,Technology,Machines,South,8749.95
2017,2,Technology,Phones,Central,69.93
2017,2,Technology,Phones,East,130.46
2017,2,Technology,Phones,South,1717.656
2017,2,Technology,Phones,West,1229.888
2017,3,Furniture,Bookcases,Central,241.332
2017,3,Furniture,Bookcases,East,778.229
2017,3,Furniture,Bookcases,West,72.294
2017,3,Furniture,Chairs,Central,1935.976
2017,3,Furniture,Chairs,East,1069.576
2017,3,Furniture,Chairs,West,2487.056
2017,3,Furniture,Furnishings,Central,175.78
2017,3,Furniture,Furnishings,East,1586.616
2017,3,Furniture,Furnishings,South,453.77
2017,3,Furniture,Furnishings,West,63.56
2017,3,Furniture,Tables,Central,2137.993
2017,3,Furniture,Tables,East,1080.598
2017,3,Furniture,Tables,South,189.882
2017,3,Office Supplies,Appliances,Central,209.478
2017,3,Office Supplies,Appliances,East,901.95
2017,3,Office Supplies,Appliances,South,1032.12
2017,3,Office Supplies,Appliances,West,312.82
2017,3,Office Supplies,Art,Central,174.18
